id,router_name,GOLD_ORDER_NUMBER,customer_code,cust_name,Execution_date,cut_date,ITReference,devicestatus,timer
1,PTYO2811,10-1284558,689068,OTIS ELEVATOR COMPANY,2021-07-18 17:15,2021-06-07 00:00,PTYO2811 ,No,11
2,PABJ453,10-1244821,676185,SANOFI AVENTIS,2021-07-18 17:19,2021-06-08 00:00,null,null,null
3,POSA657,10-1284556,689068,OTIS ELEVATOR COMPANY,2021-07-18 17:35,2021-06-09 00:00,null,null,null
4,PFUK276,10-1284770,689068,OTIS ELEVATOR COMPANY,2021-07-18 17:40,2021-06-10 00:00,null,null,null
5,PFUK273,10-1284777,689068,OTIS ELEVATOR COMPANY,2021-07-18 17:41,2021-06-11 00:00,null,null,null
6,PFUK278,10-1284774,689068,OTIS ELEVATOR COMPANY,2021-07-18 17:42,2021-06-12 00:00,null,null,null
7,PTRI019,10-1250744,688200,WORLEY GROUP INC.,2021-07-18 17:50,2021-06-13 00:00,null,null,null
8,PNEW045,10-1274865,688200,WORLEY GROUP INC.,2021-07-18 18:46,2021-06-14 00:00,null,null,null
9,PLRT152,10-1283561,684143,INDITEX SA,2021-07-18 18:50,2021-06-15 00:00,null,null,null
10,PEMT015,10-1250797,688200,WORLEY GROUP INC.,2021-07-18 21:30,2021-06-16 00:00,null,null,null
11,PBHD047,10-1325553,689614,SIEMENS ENERGY,2021-07-18 21:35,2021-06-17 00:00,null,null,null
12,PPOR020,10-1274851,688200,WORLEY GROUP INC.,2021-07-18 22:22,2021-06-18 00:00,null,null,null
13,PBIS009,10-1250547,688200,WORLEY GROUP INC.,2021-07-18 23:24,2021-06-19 00:00,null,null,null
14,PELS034,10-1304946,680264,AURECON AUSTRALASIA PTY LTD,2021-07-19 01:10,2021-06-20 00:00,null,null,null
15,PJNB2163,10-1304948,680264,AURECON AUSTRALASIA PTY LTD,2021-07-19 01:11,2021-06-21 00:00,null,null,null
16,PPRY144,Others,680264,AURECON AUSTRALASIA PTY LTD,2021-12-28 07:31,2021-06-22 00:00,null,null,null
17,POXG026,10-1299468,684143,INDITEX SA,2021-07-19 01:17,2021-06-23 00:00,null,null,null
18,PPLZ091,10-1304941,680264,AURECON AUSTRALASIA PTY LTD,2021-07-19 01:18,2021-06-24 00:00,null,null,null
19,PQNL244,10-1221564,684143,INDITEX SA,2021-07-19 02:27,2021-06-25 00:00,null,null,null
20,PXFF030,10-1283540,684143,INDITEX SA,2021-07-19 02:38,2021-06-26 00:00,null,null,null
21,PLCJ5340,10-1284443,684143,INDITEX SA,2021-07-19 04:57,2021-06-27 00:00,null,null,null
22,PMGM179,10-1250556,688200,WORLEY GROUP INC.,2021-07-19 05:28,2021-06-28 00:00,null,null,null
23,PBDS097,10-1297540,676185,SANOFI AVENTIS,2021-07-19 05:50,2021-06-29 00:00,null,null,null
24,PLUX1400,10-1287415,689068,OTIS ELEVATOR COMPANY,2021-07-19 07:08,2021-06-30 00:00,null,null,null
25,PSNA105,10-1250552,688200,WORLEY GROUP INC.,2021-07-19 10:13,2021-07-01 00:00,null,null,null
26,PTYO2796,10-1285290,689068,OTIS ELEVATOR COMPANY,2021-07-21 15:51,2021-07-02 00:00,PTYO2796 ,No,11
27,PSPX002,10-1342337,688200,WORLEY GROUP INC.,2021-07-23 00:00,2021-07-03 00:00,null,null,null
28,PBAK345,10-1274838,688200,WORLEY GROUP INC.,2021-07-23 15:39,2021-07-04 00:00,null,null,null
29,PQOM049,10-1284571,689068,OTIS ELEVATOR COMPANY,2021-07-23 15:39,2021-07-05 00:00,null,null,null
30,PXEA005,10-1336946,688200,WORLEY GROUP INC.,2021-07-25 15:35,2021-07-06 00:00,null,null,null
31,PLRH114,10-1221646,684143,INDITEX SA,2021-07-30 17:27,2021-07-07 00:00,null,null,null
32,PSGN697,10-1287621,676185,SANOFI AVENTIS,2021-07-31 16:18,2021-07-08 00:00,PSGN697 ,No,11
33,PSGN698,10-1287617,676185,SANOFI AVENTIS,2021-08-01 15:43,2021-07-09 00:00,PSGN698 ,No,11
34,PUIO339,Orders,676185,SANOFI AVENTIS,2021-08-01 15:46,2021-07-10 00:00,PUIO339 ,No,11
35,PMOW3289,10-1274857,688200,WORLEY GROUP INC.,2021-08-05 16:47,2021-07-11 00:00,PMOW3289 ,No,11
36,PMHV001,10-1250557,688200,WORLEY GROUP INC.,2021-08-05 17:01,2021-07-12 00:00,null,null,null
37,PCHS076,10-1250736,688200,WORLEY GROUP INC.,2021-08-05 17:02,2021-07-13 00:00,null,null,null
38,PQOM048,10-1284576,689068,OTIS ELEVATOR COMPANY,2021-08-05 17:02,2021-07-14 00:00,null,null,null
39,PTYO2807,10-1285211,689068,OTIS ELEVATOR COMPANY,2021-08-06 16:05,2021-07-15 00:00,PTYO2807 ,No,11
40,PHIW008,10-1284488,689068,OTIS ELEVATOR COMPANY,2021-08-06 16:05,2021-07-16 00:00,null,null,null
41,PBTR068,10-1250558,688200,WORLEY GROUP INC.,2021-08-06 16:06,2021-07-17 00:00,null,null,null
42,PUKY032,10-1295242,689068,OTIS ELEVATOR COMPANY,2021-08-20 15:59,2021-07-18 00:00,PUKY032 ,No,11
43,PJKT1600,10-1274852,688200,WORLEY GROUP INC.,2021-08-21 15:42,2021-07-19 00:00,PJKT1600 ,No,null
44,PQNZ005,10-1285522,689068,OTIS ELEVATOR COMPANY,2021-08-22 15:37,2021-07-20 00:00,null,null,null
45,PTYO2803,10-1285090,689068,OTIS ELEVATOR COMPANY,2021-08-25 15:49,2021-07-21 00:00,PTYO2803 ,No,11
46,PYUL632,Orders,676185,SANOFI AVENTIS,2021-08-26 15:51,2021-07-22 00:00,PYUL632 ,No,11
47,PQFC316,10-1262286,684143,INDITEX SA,2021-08-26 15:52,2021-07-23 00:00,null,null,null
48,POSA654,10-1284564,689068,OTIS ELEVATOR COMPANY,2021-08-27 16:10,2021-07-24 00:00,null,null,null
49,PTYO2810,10-1285246,689068,OTIS ELEVATOR COMPANY,2021-08-27 16:13,2021-07-25 00:00,PTYO2810 ,No,11
50,PTAS289,10-1274867,688200,WORLEY GROUP INC.,2021-08-28 15:46,2021-07-26 00:00,PTAS289 ,No,11
51,PNJA037,10-1285488,689068,OTIS ELEVATOR COMPANY,2021-08-28 15:47,2021-07-27 00:00,null,null,null
52,PSPK125,10-1284526,689068,OTIS ELEVATOR COMPANY,2021-09-02 16:48,2021-07-28 00:00,null,null,null
53,POSA665,10-1284543,689068,OTIS ELEVATOR COMPANY,2021-09-02 16:49,2021-07-29 00:00,null,null,null
54,PCKG108,10-1354626,689068,OTIS ELEVATOR COMPANY,2021-09-03 16:07,2021-07-30 00:00,PCKG108 ,No,11
55,POSA655,10-1285117,689068,OTIS ELEVATOR COMPANY,2021-09-03 16:10,2021-07-31 00:00,POSA655 ,No,11
56,PCKG089,10-1354626,689068,OTIS ELEVATOR COMPANY,2021-09-03 16:11,2021-08-01 00:00,PCKG089 ,No,11
57,PQSZ058,10-1284483,689068,OTIS ELEVATOR COMPANY,2021-09-09 03:12,2021-08-02 00:00,PQSZ058 ,No,11
58,PQSZ056,10-1284583,689068,OTIS ELEVATOR COMPANY,2021-09-09 03:13,2021-08-03 00:00,PQSZ056 ,No,11
59,PUBJ020,10-1284566,689068,OTIS ELEVATOR COMPANY,2021-09-09 16:50,2021-08-04 00:00,null,null,null
60,PQQM014,10-1285057,689068,OTIS ELEVATOR COMPANY,2021-09-10 15:54,2021-08-05 00:00,null,null,null
61,PQQM013,10-1285057,689068,OTIS ELEVATOR COMPANY,2021-09-10 15:54,2021-08-06 00:00,null,null,null
62,PYOK296,10-1284277,689068,OTIS ELEVATOR COMPANY,2021-09-11 15:52,2021-08-07 00:00,null,null,null
63,PTYO2802,10-1284481,689068,OTIS ELEVATOR COMPANY,2021-09-17 15:50,2021-08-08 00:00,null,null,null
64,PQFL003,10-1245466,672782,SCHENKER AG,2021-09-23 16:14,2021-08-09 00:00,PQFL003 ,No,11
65,PFWI010,10-1319951,689068,OTIS ELEVATOR COMPANY,2021-09-23 16:15,2021-08-10 00:00,PFWI010 ,No,11
66,PQVA134,10-1301690,676185,SANOFI AVENTIS,2021-09-26 15:49,2021-08-11 00:00,PQVA134 ,No,11
67,PFWI011,10-1320964,689068,OTIS ELEVATOR COMPANY,2021-09-26 15:49,2021-08-12 00:00,null,null,null
68,PQVA135,10-1301850,676185,SANOFI AVENTIS,2021-09-26 15:50,2021-08-13 00:00,PQVA135 ,No,11
69,POKJ070,10-1285529,689068,OTIS ELEVATOR COMPANY,2021-10-02 16:42,2021-08-14 00:00,POKJ070 ,No,11
70,PUKB095,10-1284487,689068,OTIS ELEVATOR COMPANY,2021-10-02 16:50,2021-08-15 00:00,PUKB095 ,No,11
71,PAUH812,10-1250541,688200,WORLEY GROUP INC.,2021-10-02 16:51,2021-08-16 00:00,null,null,null
72,PFUK271,10-1285310,689068,OTIS ELEVATOR COMPANY,2021-10-02 16:55,2021-08-17 00:00,PFUK271 ,No,11
73,PTYO2793,10-1285109,689068,OTIS ELEVATOR COMPANY,2021-10-02 17:03,2021-08-18 00:00,PTYO2793 ,No,11
74,PCBG222,10-1190393,676185,SANOFI AVENTIS,2021-10-02 17:05,2021-08-19 00:00,PCBG222 ,No,6
75,PCBG223,10-1190393,676185,SANOFI AVENTIS,2021-10-02 17:05,2021-08-20 00:00,PCBG223 ,No,6
76,PPME193,10-1327041,689068,OTIS ELEVATOR COMPANY,2021-10-02 17:08,2021-08-21 00:00,null,null,null
77,PKMJ013,10-1285100,689068,OTIS ELEVATOR COMPANY,2021-10-02 17:09,2021-08-22 00:00,PKMJ013 ,No,11
78,PNGO479,10-1284484,689068,OTIS ELEVATOR COMPANY,2021-10-03 15:40,2021-08-23 00:00,null,null,null
79,PFUK272,10-1284490,689068,OTIS ELEVATOR COMPANY,2021-10-06 16:49,2021-08-24 00:00,PFUK272 ,No,11
80,PDXB2167,10-1274760,688200,WORLEY GROUP INC.,2021-10-07 16:39,2021-08-25 00:00,null,null,null
81,POIT027,10-1284569,689068,OTIS ELEVATOR COMPANY,2021-10-07 16:42,2021-08-26 00:00,POIT027 ,No,11
82,PAQI001,10-1325246,688200,WORLEY GROUP INC.,2021-10-08 16:30,2021-08-27 00:00,null,null,null
83,PLOS909,10-1348188,689614,SIEMENS ENERGY,2021-10-08 16:31,2021-08-28 00:00,PLOS909 ,No,11
84,PTYO2795,10-1285104,689068,OTIS ELEVATOR COMPANY,2021-10-08 16:32,2021-08-29 00:00,PTYO2795 ,No,11
85,PTYO2805,10-1284574,689068,OTIS ELEVATOR COMPANY,2021-10-11 15:38,2021-08-30 00:00,null,null,null
86,PTYO2804,10-1284574,689068,OTIS ELEVATOR COMPANY,2021-10-11 15:39,2021-08-31 00:00,null,null,null
87,PBLR1491,10-1327008,689068,OTIS ELEVATOR COMPANY,2021-10-15 15:57,2021-09-01 00:00,null,null,null
88,PBLR1492,10-1327008,689068,OTIS ELEVATOR COMPANY,2021-10-15 15:59,2021-09-02 00:00,null,null,null
89,PCCS970,10-1146657,7294,EQUINOR ASA,2021-10-16 15:56,2021-09-03 00:00,PCCS970 ,No,11
90,PCCS971,10-1146657,7294,EQUINOR ASA,2021-10-16 15:58,2021-09-04 00:00,PCCS971 ,No,11
91,PSDJ083,10-1284527,689068,OTIS ELEVATOR COMPANY,2021-10-17 15:39,2021-09-05 00:00,null,null,null
92,POSA658,10-1285113,689068,OTIS ELEVATOR COMPANY,2021-10-20 15:58,2021-09-06 00:00,POSA658 ,No,11
93,POPO777,10-1325432,689068,OTIS ELEVATOR COMPANY,2021-10-21 16:14,2021-09-07 00:00,null,null,null
94,POSA662,10-1284539,689068,OTIS ELEVATOR COMPANY,2021-10-21 16:16,2021-09-08 00:00,null,null,null
95,POSA656,10-1284537,689068,OTIS ELEVATOR COMPANY,2021-10-21 16:16,2021-09-09 00:00,null,null,null
96,PCBP083,10-1325487,689068,OTIS ELEVATOR COMPANY,2021-10-22 16:17,2021-09-10 00:00,null,null,null
97,PSHJ165,10-1327066,689068,OTIS ELEVATOR COMPANY,2021-10-22 16:19,2021-09-11 00:00,null,null,null
98,POSA659,10-1285478,689068,OTIS ELEVATOR COMPANY,2021-10-24 15:44,2021-09-12 00:00,null,null,null
99,PDXB2160,10-1325522,689068,OTIS ELEVATOR COMPANY,2021-10-24 15:46,2021-09-13 00:00,null,null,null
100,PQLR045,10-1327021,689068,OTIS ELEVATOR COMPANY,2021-10-24 15:46,2021-09-14 00:00,null,null,null
101,PZAV071,10-1327019,689068,OTIS ELEVATOR COMPANY,2021-10-24 15:47,2021-09-15 00:00,null,null,null
102,POSA660,10-1284525,689068,OTIS ELEVATOR COMPANY,2021-10-25 16:30,2021-09-16 00:00,null,null,null
103,POSA661,10-1284525,689068,OTIS ELEVATOR COMPANY,2021-10-25 16:30,2021-09-17 00:00,null,null,null
104,PVSE038,10-1327020,689068,OTIS ELEVATOR COMPANY,2021-10-28 16:47,2021-09-18 00:00,PVSE038 ,No,11
105,PQCB116,10-1284514,689068,OTIS ELEVATOR COMPANY,2021-10-30 16:38,2021-09-19 00:00,null,null,null
106,PQCB115,10-1284514,689068,OTIS ELEVATOR COMPANY,2021-10-30 16:38,2021-09-20 00:00,null,null,null
107,PQKW024,10-1284535,689068,OTIS ELEVATOR COMPANY,2021-10-30 16:38,2021-09-21 00:00,PQKW024 ,No,11
108,PZYN005,10-1289843,684143,INDITEX SA,2021-10-31 16:49,2021-09-22 00:00,PZYN005 ,No,null
109,PQBH239,10-1221636,684143,INDITEX SA,2021-10-31 16:51,2021-09-23 00:00,null,null,null
110,PYMM012,10-1333332,688200,WORLEY GROUP INC.,2021-11-03 17:03,2021-09-24 00:00,PYMM012 ,No,11
111,PYBW002,10-1325351,688200,WORLEY GROUP INC.,2021-11-03 17:04,2021-09-25 00:00,null,null,null
112,PMCT516,10-1250543,688200,WORLEY GROUP INC.,2021-11-03 17:05,2021-09-26 00:00,null,null,null
113,PBGZ037,10-1327018,689068,OTIS ELEVATOR COMPANY,2021-11-10 16:48,2021-09-27 00:00,null,null,null
114,PIST2365,10-1285540,689068,OTIS ELEVATOR COMPANY,2021-11-11 16:09,2021-09-28 00:00,null,null,null
115,PQSZ059,10-1285116,689068,OTIS ELEVATOR COMPANY,2021-11-11 16:11,2021-09-29 00:00,null,null,null
116,PIST2364,10-1285540,689068,OTIS ELEVATOR COMPANY,2021-11-11 16:12,2021-09-30 00:00,null,null,null
117,PBRN509,10-1326951,689068,OTIS ELEVATOR COMPANY,2021-11-12 16:20,2021-10-01 00:00,null,null,null
118,PFAO097,10-1325488,689068,OTIS ELEVATOR COMPANY,2021-11-13 15:56,2021-10-02 00:00,PFAO097 ,No,null
119,PQCB120,10-1284572,689068,OTIS ELEVATOR COMPANY,2021-11-13 15:58,2021-10-03 00:00,null,null,null
120,PANK646,10-1285552,689068,OTIS ELEVATOR COMPANY,2021-11-14 15:42,2021-10-04 00:00,null,null,null
121,PBOM2686,10-1326998,689068,OTIS ELEVATOR COMPANY,2021-11-15 15:50,2021-10-05 00:00,null,null,null
122,PBOM2687,10-1326998,689068,OTIS ELEVATOR COMPANY,2021-11-15 15:51,2021-10-06 00:00,null,null,null
123,PATH2319,10-1351169,689068,OTIS ELEVATOR COMPANY,2021-11-17 16:35,2021-10-07 00:00,null,null,null
124,PXZI007,10-1292701,684143,INDITEX SA,2021-11-17 16:36,2021-10-08 00:00,null,null,null
125,PCVT301,10-1362755,689614,SIEMENS ENERGY,2021-11-18 16:30,2021-10-09 00:00,PCVT301 ,No,11
126,PQQN015,10-1362764,689614,SIEMENS ENERGY,2021-11-18 16:31,2021-10-10 00:00,PQQN015 ,No,11
127,PATH2320,10-1351168,689068,OTIS ELEVATOR COMPANY,2021-11-18 16:31,2021-10-11 00:00,null,null,null
128,PIST2359,10-1285547,689068,OTIS ELEVATOR COMPANY,2021-11-18 16:32,2021-10-12 00:00,null,null,null
129,PGZT019,10-1285962,689068,OTIS ELEVATOR COMPANY,2021-11-18 16:32,2021-10-13 00:00,null,null,null
130,PXZI006,10-1292701,684143,INDITEX SA,2021-11-18 16:33,2021-10-14 00:00,null,null,null
131,PQQN016,10-1362764,689614,SIEMENS ENERGY,2021-11-18 16:33,2021-10-15 00:00,PQQN016 ,No,11
132,PXSZ043,10-1325493,689068,OTIS ELEVATOR COMPANY,2021-11-19 16:24,2021-10-16 00:00,PXSZ043 ,No,11
133,PBOM2688,10-1326985,689068,OTIS ELEVATOR COMPANY,2021-11-19 16:25,2021-10-17 00:00,null,null,null
134,PBOM2689,10-1326985,689068,OTIS ELEVATOR COMPANY,2021-11-19 16:25,2021-10-18 00:00,null,null,null
135,PBTZ110,10-1285577,689068,OTIS ELEVATOR COMPANY,2021-11-19 16:28,2021-10-19 00:00,null,null,null
136,PIST2362,10-1285352,689068,OTIS ELEVATOR COMPANY,2021-11-21 15:41,2021-10-20 00:00,PIST2362 ,No,11
137,POSA664,10-1284584,689068,OTIS ELEVATOR COMPANY,2021-11-21 15:42,2021-10-21 00:00,POSA664 ,No,11
138,POSA663,10-1285510,689068,OTIS ELEVATOR COMPANY,2021-11-21 15:44,2021-10-22 00:00,POSA663 ,No,11
139,PBLR1496,10-1326962,689068,OTIS ELEVATOR COMPANY,2021-11-22 15:59,2021-10-23 00:00,null,null,null
140,PBLR1495,10-1326962,689068,OTIS ELEVATOR COMPANY,2021-11-22 16:00,2021-10-24 00:00,null,null,null
141,PQCB117,10-1284524,689068,OTIS ELEVATOR COMPANY,2021-11-25 16:43,2021-10-25 00:00,PQCB117 ,No,11
142,PQCB118,10-1284524,689068,OTIS ELEVATOR COMPANY,2021-11-25 16:43,2021-10-26 00:00,PQCB118 ,No,11
143,PIAH224,10-1345799,689614,SIEMENS ENERGY,2021-11-25 16:45,2021-10-27 00:00,PIAH224 ,No,11
144,PIAH223,10-1345799,689614,SIEMENS ENERGY,2021-11-25 16:45,2021-10-28 00:00,PIAH223 ,No,11
145,PHSV050,10-1339468,689614,SIEMENS ENERGY,2021-11-25 16:45,2021-10-29 00:00,PHSV050 ,No,11
146,PHSV049,10-1339468,689614,SIEMENS ENERGY,2021-11-25 16:46,2021-10-30 00:00,null,null,null
147,PHKG3973,10-1351542,689068,OTIS ELEVATOR COMPANY,2021-11-29 15:59,2021-10-31 00:00,null,null,null
148,PHKG3974,10-1351542,689068,OTIS ELEVATOR COMPANY,2021-11-29 16:00,2021-11-01 00:00,null,null,null
149,PBLR1493,10-1326960,689068,OTIS ELEVATOR COMPANY,2021-11-29 16:00,2021-11-02 00:00,null,null,null
150,PBLR1494,10-1326960,689068,OTIS ELEVATOR COMPANY,2021-11-29 16:01,2021-11-03 00:00,null,null,null
151,PHYD481,10-1326969,689068,OTIS ELEVATOR COMPANY,2021-12-23 11:17,2021-11-04 00:00,PHYD481 ,No,11
152,PHYD482,10-1326969,689068,OTIS ELEVATOR COMPANY,2021-12-23 11:17,2021-11-05 00:00,PHYD482 ,No,11
153,PWRO4922,10-1287371,57617,APH TYPE 2 INFRASTRUCTURE,2021-12-24 06:37,2021-11-06 00:00,PWRO4922 ,Yes ,11
154,PFIH126,10-1232733,57617,APH TYPE 2 INFRASTRUCTURE,2021-12-24 06:38,2021-11-07 00:00,PFIH126 ,Yes ,11
155,PBOM2292,10-1172552,684808,BASF SE,2021-12-24 06:38,2021-11-08 00:00,null,null,null
156,PBOM2293,10-1172552,684808,BASF SE,2021-12-24 06:39,2021-11-09 00:00,null,null,null
157,PLPL464,10-1287198,57617,APH TYPE 2 INFRASTRUCTURE,2021-12-24 06:39,2021-11-10 00:00,PLPL464 ,Yes ,11
158,PPHC138,10-1284806,10524,MAERSK LINE AS,2021-12-24 06:40,2021-11-11 00:00,null,No,null
159,PPNY025,10-1260716,674826,SIEMENS AG,2021-12-24 06:42,2021-11-12 00:00,null,null,null
160,PSIN5114,10-1280759,10770,STOLT NIELSEN BV,2021-12-24 06:42,2021-11-13 00:00,PSIN5114 ,Yes ,11
161,PXPN056,10-1229898,30623,MERITOR,2021-12-24 06:42,2021-11-14 00:00,PXPN056 ,Yes ,11
162,PMIL4080,10-1193604,684808,BASF SE,2021-12-24 06:43,2021-11-15 00:00,null,null,null
163,PCPT645,10-1226056,684808,BASF SE,2021-12-24 06:43,2021-11-16 00:00,null,null,null
164,PZNQ075,10-1173541,684808,BASF SE,2021-12-24 06:44,2021-11-17 00:00,null,null,null
165,PSGN832,10-1236638,30075,PHILIP MORRIS INTERNATIONAL,2021-12-24 06:45,2021-11-18 00:00,PSGN832 ,No ,null
166,PSGN833,10-1236638,30075,PHILIP MORRIS INTERNATIONAL,2021-12-24 06:46,2021-11-19 00:00,PSGN833 ,No ,null
167,PELS022,10-1214944,10524,MAERSK LINE AS,2021-12-24 06:46,2021-11-20 00:00,PELS022 ,No ,null
168,PBAH365,10-1296449,10524,MAERSK LINE AS,2021-12-24 06:47,2021-11-21 00:00,null,No,null
169,PBAH366,10-1296450,10524,MAERSK LINE AS,2021-12-24 06:48,2021-11-22 00:00,PBAH366 ,No ,null
170,PCHC163,Internal,53849,AIRPORTHUB,2021-12-24 06:48,2021-11-23 00:00,null,null,null
171,PCHC162,Internal,53849,AIRPORTHUB,2021-12-24 06:49,2021-11-24 00:00,null,null,null
172,SMOW2809,10-1284387,39398,MASTERCARD INTERNATIONAL,2021-12-24 06:49,2021-11-25 00:00,null,null,null
173,PMIL4079,10-1193604,684808,BASF SE,2021-12-24 06:50,2021-11-26 00:00,null,null,null
174,SDAC635,10-1295302,14359,MASTERCARD INTERNATIONAL,2021-12-24 06:50,2021-11-27 00:00,null,null,null
175,PAOH008,10-1228523,684808,BASF SE,2021-12-24 06:51,2021-11-28 00:00,null,null,null
176,PRUH678,,33169,REGERINGSKANSLIET FORVALTNINGSAVDEL,2021-12-24 06:52,2021-11-29 00:00,PRUH678 ,No ,null
177,PPAR9155,10-1133690,9396,GIVAUDAN INTERNATIONAL SA,2021-12-24 06:53,2021-11-30 00:00,PPAR9155 ,No ,null
178,PPAR9156,10-1133690,9396,GIVAUDAN INTERNATIONAL SA,2021-12-24 06:53,2021-12-01 00:00,null,null,null
179,PAVL021,10-1229897,30623,MERITOR,2021-12-24 06:53,2021-12-02 00:00,PAVL021 ,Yes ,11
180,PUES013,10-1159417,670409,DSM BUSINESS SERVICES BV,2021-12-24 06:54,2021-12-03 00:00,PUES013 ,No ,null
181,PMUC2583,10-1238427,30075,PHILIP MORRIS INTERNATIONAL,2021-12-24 06:55,2021-12-04 00:00,PMUC2583 ,Yes ,11
182,PMUC2582,10-1238427,30075,PHILIP MORRIS INTERNATIONAL,2021-12-24 06:56,2021-12-05 00:00,PMUC2582 ,Yes ,11
183,PKYN240,10-1226046,684808,BASF SE,2021-12-24 06:57,2021-12-06 00:00,null,null,null
184,PKYN241,10-1226046,684808,BASF SE,2021-12-24 06:57,2021-12-07 00:00,null,null,null
185,PYHZ081,10-1191684,670409,DSM BUSINESS SERVICES BV,2021-12-24 06:58,2021-12-08 00:00,PYHZ081 ,No ,null
186,PWAW13629,10-1211564,39350,AVERY DENNISON CORPORATION,2021-12-24 06:58,2021-12-09 00:00,PWAW13629 ,Yes ,11
187,PJKT1575,10-1211466,39350,AVERY DENNISON CORPORATION,2021-12-24 06:59,2021-12-10 00:00,PJKT1575 ,Yes ,11
188,SJED595,1098377,14359,MASTERCARD INTERNATIONAL,2021-12-24 06:59,2021-12-11 00:00,null,null,null
189,PGSE049,10-1245832,686417,SCR SIBELCO NV,2021-12-24 07:00,2021-12-12 00:00,PGSE049 ,Yes ,11
190,PTAS276,10-1139470,684628,TAKEDA PHARMACEUTICALS INT AG,2021-12-24 07:01,2021-12-13 00:00,PTAS276 ,No ,null
191,PPUF270,10-1188192,672782,SCHENKER AG,2021-12-24 07:01,2021-12-14 00:00,null,null,null
192,PAGA027,10-1246352,10524,MAERSK LINE AS,2021-12-24 07:02,2021-12-15 00:00,PAGA027 ,No ,null
193,PBUE2324,,35503,SITA CORP. DATA,2021-12-24 07:03,2021-12-16 00:00,PBUE2324 ,No ,null
194,PPRG1737,10-1248880,30623,MERITOR,2021-12-24 07:03,2021-12-17 00:00,PPRG1737 ,Yes ,11
195,PANK610,10-1295872,684281,GETINGE AB,2021-12-24 07:04,2021-12-18 00:00,PANK610 ,Yes ,11
196,PBAH465,10-1290365,158,SAUDI ARABIAN AIRLINES,2021-12-24 07:05,2021-12-19 00:00,PBAH465 ,No ,null
197,PBAH464,10-1290365,158,SAUDI ARABIAN AIRLINES,2021-12-24 07:06,2021-12-20 00:00,PBAH464 ,No ,null
198,PNIM125,10-1081495,676244,SERVICE PUBLIC FEDERAL AFFAIRES ETR,2021-12-24 07:07,2021-12-21 00:00,null,null,null
199,PZBA256,10-1136578,684808,BASF SE,2021-12-24 07:07,2021-12-22 00:00,null,null,null
200,PZBA257,10-1136578,684808,BASF SE,2021-12-24 07:08,2021-12-23 00:00,null,null,null
201,PMPL543,10-1186644,8045,DELL USA,2021-12-24 07:08,2021-12-24 00:00,null,null,null
202,PSIN3137,10-1253567,30623,MERITOR,2021-12-24 07:09,2021-12-25 00:00,PSIN3137 ,Yes ,11
203,PSIN3120,10-1253567,30623,MERITOR,2021-12-24 07:10,2021-12-26 00:00,PSIN3120 ,Yes ,11
204,PTRI015,10-1232756,674826,SIEMENS AG,2021-12-24 07:10,2021-12-27 00:00,null,null,null
205,SIAH210,10-1186334,685790,BHP,2021-12-24 07:11,2021-12-28 00:00,null,null,null
206,SIAH209,10-1186334,685790,BHP,2021-12-24 07:11,2021-12-29 00:00,null,null,null
207,PSIN4609,10-1250623,30623,MERITOR,2021-12-24 07:12,2021-12-30 00:00,null,No,null
208,POSM014,10-1283605,680234,ICRC,2021-12-24 07:12,2021-12-31 00:00,null,null,null
209,POSM013,10-1283605,680234,ICRC,2021-12-24 07:13,2022-01-01 00:00,null,No,null
210,PRIO1275,10-1243667,30075,PHILIP MORRIS INTERNATIONAL,2021-12-24 07:13,2022-01-02 00:00,PRIO1275 ,No ,null
211,PRIO1274,10-1243667,30075,PHILIP MORRIS INTERNATIONAL,2021-12-24 07:14,2022-01-03 00:00,PRIO1274 ,No ,null
212,PBDQ066,10-1194029,670409,DSM BUSINESS SERVICES BV,2021-12-24 07:15,2022-01-04 00:00,null,No,null
213,PJKT1576,10-1211562,39350,AVERY DENNISON CORPORATION,2021-12-24 07:15,2022-01-05 00:00,null,No,null
214,PCAS615,10-1213431,9396,GIVAUDAN INTERNATIONAL SA,2021-12-24 07:16,2022-01-06 00:00,PCAS615 ,Yes ,11
215,PJKT1574,10-1211466,39350,AVERY DENNISON CORPORATION,2021-12-24 07:16,2022-01-07 00:00,PJKT1574 ,Yes ,11
216,PTLL058,10-1291888,25574,EUROPEAN COMMISSION CCNCSI,2021-12-24 07:17,2022-01-08 00:00,PTLL058 ,Yes ,6
217,PTLL214,10-1291888,25574,EUROPEAN COMMISSION CCNCSI,2021-12-24 07:17,2022-01-09 00:00,PTLL214 ,Yes ,6
218,PQOC026,10-1254086,30623,MERITOR,2021-12-24 07:18,2022-01-10 00:00,PQOC026 ,Yes ,11
219,PVVO100,,10524,MAERSK LINE AS,2021-12-24 07:19,2022-01-11 00:00,PVVO100 ,No ,null
220,PHYD450,10-1228600,1908,AKZO NOBEL SOURCING BV,2021-12-24 07:20,2022-01-12 00:00,PHYD450 ,No ,null
221,PNSI019,10-1214429,9656,BUNDESREPUBLIK DEUTSCHLAND,2021-12-24 07:21,2022-01-13 00:00,null,No,null
222,PKYI001,10-1172411,684808,BASF SE,2021-12-24 07:21,2022-01-14 00:00,null,null,null
223,PTRN880,10-1246430,33852,CAP GEMINI SERVICE,2021-12-24 07:22,2022-01-15 00:00,null,null,null
