router_name,GOLD_ORDER_NUMBER,customer_code,cust_name,Execution_date,cut_date,ITReference,devicestatus,timer
PSAO3063,10-1297267,686849,MARS INFORMATION SERVICES INC,2022-02-08 09:58,2031-11-23 00:00,PSAO3063 ,Yes ,11
PCNJ009,10-1180434,682318,MMG AUSTRALIA LIMITED,2022-02-08 10:04,2031-11-24 00:00,PCNJ009 ,No ,null
PXQD127,10-1280687,40978,SWIFT SC,2022-02-08 10:16,2031-11-25 00:00,PXQD127 ,Yes ,11
PBUH602,10-1329709,40978,SWIFT SC,2022-02-08 10:24,2031-11-26 00:00,PBUH602 ,Yes ,0
PMEL1608,10-1180540,682318,MMG AUSTRALIA LIMITED,2022-02-08 10:29,2031-11-27 00:00,PMEL1608 ,No ,null
PCMH162,10-1301907,33852,CAP GEMINI SERVICE,2022-02-08 10:41,2031-11-28 00:00,PCMH162 ,No ,null
PLAX657,Orders,53849,AIRPORTHUB,2022-02-08 10:49,2031-11-29 00:00,PLAX657 ,Yes ,11
PZEF011,10-1199282,674826,SIEMENS AG,2022-02-08 11:18,2031-11-30 00:00,null,No,null
PSVX172,10-1178797,682990,JACOBS DOUWE EGBERTS,2022-02-08 11:48,2031-12-01 00:00,PSVX172 ,Yes ,11
PATL2225,10-1272360,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 12:01,2031-12-02 00:00,PATL2225 ,Yes ,6
PPHL687,10-1218305,686849,MARS INFORMATION SERVICES INC,2022-02-08 12:56,2031-12-03 00:00,PPHL687 ,Yes ,11
PVNE157,10-1316227,680918,HEINEKEN INTERNATIONAL BV,2022-02-08 13:02,2031-12-04 00:00,null,No,null
PSYD3109,10-1233611,686849,MARS INFORMATION SERVICES INC,2022-02-08 13:08,2031-12-05 00:00,PSYD3109 ,Yes ,11
PLHR2444,10-1299715,674826,SIEMENS AG,2022-02-08 13:18,2031-12-06 00:00,PLHR2444 ,Yes ,11
PPOZ8605,10-1347352,672782,SCHENKER AG,2022-02-08 15:18,2031-12-07 00:00,null,No,null
PSZX686,10-1360826,686995,SONY CORPORATION OF HONG KONG LIMIT,2022-02-08 15:43,2031-12-08 00:00,PSZX686 ,No ,null
PBSH132,10-1364694,39088,FLOWSERVE,2022-02-08 15:44,2031-12-09 00:00,null,No,null
PEWR991,10-1251183,686849,MARS INFORMATION SERVICES INC,2022-02-08 17:14,2031-12-10 00:00,PEWR991 ,Yes ,11
POIT024,10-1325106,686993,SONY GLOBAL SOLUTIONS INC,2022-02-08 17:16,2031-12-11 00:00,POIT024 ,No ,null
PPRG1989,10-1346384,28776,LONZA LTD,2021-12-30 11:28,2031-12-12 00:00,PPRG1989 ,Yes ,11
PATH2300,10-1314995,40978,SWIFT SC,2022-02-08 17:56,2031-12-13 00:00,PATH2300 ,No ,null
PGIG239,10-1388020,53849,AIRPORTHUB,2022-01-03 07:49,2031-12-14 00:00,PGIG239 ,Yes ,11
PWAW13000,10-1341439,684808,BASF SE,2022-01-03 08:23,2031-12-15 00:00,null,null,null
PBKK2114,10-1300939,39350,AVERY DENNISON CORPORATION,2022-01-03 08:34,2031-12-16 00:00,PBKK2114 ,Yes ,11
PZRH2262,10-1335860,674826,SIEMENS AG,2022-02-08 18:56,2031-12-17 00:00,PZRH2262 ,Yes ,11
PBRS867,10-1302314,33852,CAP GEMINI SERVICE,2022-02-08 19:16,2031-12-18 00:00,PBRS867 ,No ,null
PDHA119,10-1274378,684808,BASF SE,2022-01-03 09:19,2031-12-19 00:00,null,null,null
PPDX216,10-1213838,39350,AVERY DENNISON CORPORATION,2022-01-03 10:47,2031-12-20 00:00,PPDX216 ,Yes ,11
PQCX017,Orders,674826,SIEMENS AG,2022-02-08 20:09,2031-12-21 00:00,null,No,null
PAEP119,Backbone order,686997,SONY ELECTRONICS   AMERICAS,2022-02-08 20:29,2031-12-22 00:00,PAEP119 ,No ,null
PZNV117,10-1246788,686417,SCR SIBELCO NV,2022-02-08 20:29,2031-12-23 00:00,PZNV117 ,Yes ,11
PORD262,10-1243700,53849,AIRPORTHUB,2022-02-14 05:28,2031-12-24 00:00,PORD262 ,Yes ,11
PORD262,10-1243700,53849,AIRPORTHUB,2022-02-14 05:28,2031-12-25 00:00,PORD262 ,Yes ,11
PAMS3046,10-1379317,691684,PHILIPS DOMESTIC APPLIANCES NEDERLA,2022-03-02 22:19,2031-12-26 00:00,PAMS3046 ,No ,null
PXVP078,10-1367824,672782,SCHENKER AG,2022-03-16 17:08,2031-12-27 00:00,PXVP078 ,Yes ,11
PXVP078,10-1367824,672782,SCHENKER AG,2022-03-16 17:08,2031-12-28 00:00,PXVP078 ,Yes ,11
PORD465,10-1354453,39350,AVERY DENNISON CORPORATION,2022-04-20 15:46,2031-12-29 00:00,null,No,null
PORD465,10-1354453,39350,AVERY DENNISON CORPORATION,2022-04-20 15:46,2031-12-30 00:00,null,No,null
PQFB243,10-1316731,684808,BASF SE,2022-05-21 15:48,2031-12-31 00:00,null,null,null
PQFB243,10-1316731,684808,BASF SE,2022-05-21 15:48,2032-01-01 00:00,null,null,null
POSA650,10-1274230,686993,SONY GLOBAL SOLUTIONS INC,2022-02-08 05:08,2032-01-02 00:00,POSA650 ,No ,null
PBOI015,10-1240219,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 05:10,2032-01-03 00:00,PBOI015 ,Yes ,6
PGLO285,10-1279855,680918,HEINEKEN INTERNATIONAL BV,2022-02-08 05:51,2032-01-04 00:00,PGLO285 ,No ,null
PSCL1406,10-1255695,40978,SWIFT SC,2022-02-08 06:26,2032-01-05 00:00,PSCL1406 ,No ,null
PSZG299,10-1239703,672782,SCHENKER AG,2022-02-08 06:51,2032-01-06 00:00,null,No,null
PQMU008,10-1181062,23542,TRELLEBORG AB PUBL,2022-02-08 07:05,2032-01-07 00:00,PQMU008 ,Yes ,11
PQCC021,10-1180008,660159,AMPACET CORPORATION,2022-02-08 08:04,2032-01-08 00:00,PQCC021 ,Yes ,11
PQLV023,10-1200274,686849,MARS INFORMATION SERVICES INC,2022-02-08 08:07,2032-01-09 00:00,PQLV023 ,Yes ,11
PMCO206,10-1251750,686849,MARS INFORMATION SERVICES INC,2022-02-08 08:07,2032-01-10 00:00,PMCO206 ,Yes ,11
PKUL2127,10-1123668,686959,SONY PICTURES ENTERTAINMENT,2022-02-08 08:58,2032-01-11 00:00,null,null,null
PTYO2772,10-1125004,686993,SONY GLOBAL SOLUTIONS INC,2022-02-08 09:07,2032-01-12 00:00,PTYO2772 ,No ,null
PHAD032,10-1261542,684281,GETINGE AB,2022-02-08 09:08,2032-01-13 00:00,PHAD032 ,Yes ,11
PTYO2751,10-1181246,23542,TRELLEBORG AB PUBL,2022-02-08 09:10,2032-01-14 00:00,PTYO2751 ,Yes ,11
PSYD3117,10-1227383,686849,MARS INFORMATION SERVICES INC,2022-02-08 09:32,2032-01-15 00:00,PSYD3117 ,Yes ,11
PYUL323,10-1253659,53849,AIRPORTHUB,2022-02-08 09:43,2032-01-16 00:00,PYUL323 ,Yes ,11
PFNI251,10-1221811,672782,SCHENKER AG,2022-02-08 10:25,2032-01-17 00:00,PFNI251 ,Yes ,11
PMCQ063,10-1246943,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 10:45,2032-01-18 00:00,PMCQ063 ,Yes ,6
PJYV026,10-1269065,687124,NOURYON CHEMICALS BV,2022-02-08 10:51,2032-01-19 00:00,PJYV026 ,Yes ,11
PZNN041,10-1286731,1908,AKZO NOBEL SOURCING BV,2022-02-08 10:59,2032-01-20 00:00,PZNN041 ,No ,null
PBUH856,10-1319015,40978,SWIFT SC,2022-02-08 11:06,2032-01-21 00:00,PBUH856 ,No ,null
PUMY009,10-1178803,682990,JACOBS DOUWE EGBERTS,2022-02-08 11:41,2032-01-22 00:00,PUMY009 ,No ,null
PSCE006,10-1248860,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 11:58,2032-01-23 00:00,PSCE006 ,Yes ,6
PSTR786,10-1165464,680333,BUYIN GMBH,2022-02-08 12:17,2032-01-24 00:00,PSTR786 ,Yes ,11
PLIL1167,10-1351810,674826,SIEMENS AG,2022-02-08 12:57,2032-01-25 00:00,PLIL1167 ,Yes ,11
PTAS294,10-1324526,40978,SWIFT SC,2022-02-08 13:07,2032-01-26 00:00,PTAS294 ,No ,null
PLGW512,10-1293857,39088,FLOWSERVE,2022-02-08 13:36,2032-01-27 00:00,PLGW512 ,Yes ,11
PMIA875,10-1297531,680918,HEINEKEN INTERNATIONAL BV,2022-02-08 14:12,2032-01-28 00:00,PMIA875 ,No ,null
PJKT1060,10-1240767,1908,AKZO NOBEL SOURCING BV,2022-02-08 14:16,2032-01-29 00:00,PJKT1060 ,No ,null
PCHC166,10-1281179,1908,AKZO NOBEL SOURCING BV,2022-02-08 14:34,2032-01-30 00:00,PCHC166 ,No ,null
PMDE154,Orders,53849,AIRPORTHUB,2022-02-08 14:56,2032-01-31 00:00,PMDE154 ,Yes ,11
PBHX1513,10-1362535,674826,SIEMENS AG,2022-02-08 15:01,2032-02-01 00:00,PBHX1513 ,Yes ,11
PQKA009,10-1355018,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 15:10,2032-02-02 00:00,PQKA009 ,No ,null
POSA582,10-1305557,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 15:17,2032-02-03 00:00,null,No,null
PQUC011,Orders,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 15:28,2032-02-04 00:00,null,No,null
PMOW3094,10-1191901,686849,MARS INFORMATION SERVICES INC,2022-02-08 15:35,2032-02-05 00:00,PMOW3094 ,Yes ,11
PTLL316,10-1228973,1908,AKZO NOBEL SOURCING BV,2022-02-08 16:12,2032-02-06 00:00,PTLL316 ,Yes ,11
PBUD1782,10-1354261,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 16:45,2032-02-07 00:00,PBUD1782 ,No ,null
PMJV172,10-1336426,33852,CAP GEMINI SERVICE,2022-02-08 16:58,2032-02-08 00:00,null,No,null
PXMF035,10-1307908,686849,MARS INFORMATION SERVICES INC,2022-02-08 16:58,2032-02-09 00:00,PXMF035 ,Yes ,11
SSJC318,Orders,661428,MOODYS CORPORATION,2021-12-30 11:16,2032-02-10 00:00,null,null,null
PLIO012,10-1313338,10524,MAERSK LINE AS,2021-12-30 11:39,2032-02-11 00:00,null,No,null
PMAD5615,10-1356901,674826,SIEMENS AG,2022-02-08 17:54,2032-02-12 00:00,PMAD5615 ,Yes ,11
PDOD022,10-1335996,40978,SWIFT SC,2022-02-08 18:15,2032-02-13 00:00,PDOD022 ,No ,null
PSZV289,10-1371830,677992,AMCOR GROUP GMBH,2022-02-08 18:30,2032-02-14 00:00,null,No,null
PJKT1563,10-1376510,674826,SIEMENS AG,2022-02-08 18:40,2032-02-15 00:00,PJKT1563 ,Yes ,11
PSFN044,10-1375880,687124,NOURYON CHEMICALS BV,2022-02-08 18:44,2032-02-16 00:00,PSFN044 ,Yes ,11
PLRN002,10-1268815,687124,NOURYON CHEMICALS BV,2022-01-03 09:04,2032-02-17 00:00,null,null,null
PPHL699,10-1345798,674826,SIEMENS AG,2022-02-08 19:30,2032-02-18 00:00,PPHL699 ,Yes ,11
PSAN279,10-1354019,686997,SONY ELECTRONICS   AMERICAS,2022-02-08 19:39,2032-02-19 00:00,null,No,null
PINN170,10-1344456,680918,HEINEKEN INTERNATIONAL BV,2022-01-03 10:17,2032-02-20 00:00,PINN170 ,Yes ,11
PQQP024,10-1354359,687124,NOURYON CHEMICALS BV,2022-01-27 01:21,2032-02-21 00:00,PQQP024 ,No ,null
PULC106,Orders,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-16 15:44,2032-02-22 00:00,PULC106 ,No ,null
PULC106,Orders,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-16 15:44,2032-02-23 00:00,PULC106 ,No ,null
PRTM1254,10-1228489,1908,AKZO NOBEL SOURCING BV,2022-02-23 15:51,2032-02-24 00:00,PRTM1254 ,No ,null
PRTM1254,10-1228489,1908,AKZO NOBEL SOURCING BV,2022-02-23 15:51,2032-02-25 00:00,PRTM1254 ,No ,null
PPOA240,Orders,5831,BAKER AND MCKENZIE GLOBAL SERVICES,2022-03-09 15:48,2032-02-26 00:00,null,null,null
PTPE1862,10-1335917,684808,BASF SE,2022-04-13 15:48,2032-02-27 00:00,null,null,null
PTPE1862,10-1335917,684808,BASF SE,2022-04-13 15:48,2032-02-28 00:00,null,null,null
PJHB147,10-1212838,1908,AKZO NOBEL SOURCING BV,2022-02-08 05:14,2032-02-29 00:00,null,No,null
PMEL1593,10-1181161,23542,TRELLEBORG AB PUBL,2022-02-08 06:59,2032-03-01 00:00,PMEL1593 ,Yes ,11
PHKD004,10-1289597,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 07:23,2032-03-02 00:00,PHKD004 ,Yes ,6
PPRG2238,10-1263417,33852,CAP GEMINI SERVICE,2022-02-08 07:25,2032-03-03 00:00,PPRG2238 ,No ,null
PAKL798,10-1123672,686959,SONY PICTURES ENTERTAINMENT,2022-02-08 08:05,2032-03-04 00:00,null,null,null
PMEX1828,10-1307873,682942,ARTHREX,2022-02-08 08:42,2032-03-05 00:00,PMEX1828 ,Yes ,6
PZQA028,10-1384845,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-23 15:51,2032-03-06 00:00,null,No,null
PCID033,10-1248872,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 09:21,2032-03-07 00:00,PCID033 ,Yes ,6
PBOG1516,10-1301320,686959,SONY PICTURES ENTERTAINMENT,2022-02-08 09:23,2032-03-08 00:00,PBOG1516 ,No ,null
PGCJ091,10-1417630,674826,SIEMENS AG,2022-05-12 15:49,2032-03-09 00:00,null,No,null
PSMF047,10-1288337,686849,MARS INFORMATION SERVICES INC,2022-02-08 10:19,2032-03-10 00:00,PSMF047 ,Yes ,11
PIAH208,10-1208359,53849,AIRPORTHUB,2022-02-08 10:24,2032-03-11 00:00,PIAH208 ,Yes ,11
PSBN030,10-1239593,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 11:08,2032-03-12 00:00,PSBN030 ,Yes ,6
PQWK356,10-1228470,1908,AKZO NOBEL SOURCING BV,2022-02-08 11:53,2032-03-13 00:00,PQWK356 ,No ,null
PSNN106,10-1318229,674826,SIEMENS AG,2022-02-08 12:08,2032-03-14 00:00,PSNN106 ,Yes ,11
PLEH442,10-1174612,674826,SIEMENS AG,2022-02-08 12:39,2032-03-15 00:00,PLEH442 ,Yes ,11
PXVS204,10-1318189,9594,GLAXOSMITHKLINE SERVICES UNLIMITED,2022-02-08 13:03,2032-03-16 00:00,PXVS204 ,No ,null
PKUL2155,10-1283257,53849,AIRPORTHUB,2022-02-08 13:36,2032-03-17 00:00,PKUL2155 ,Yes ,11
PFBD007,10-1287649,680234,ICRC,2022-02-08 13:38,2032-03-18 00:00,null,No,null
PQPJ047,10-1246935,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 14:22,2032-03-19 00:00,PQPJ047 ,Yes ,6
PGIO001,10-1268940,687124,NOURYON CHEMICALS BV,2022-02-08 14:32,2032-03-20 00:00,PGIO001 ,Yes ,11
PQYT003,10-1113518,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 14:44,2032-03-21 00:00,PQYT003 ,No ,null
PMOW2842,10-1265863,1908,AKZO NOBEL SOURCING BV,2022-02-08 14:44,2032-03-22 00:00,PMOW2842 ,No ,null
PZAG755,10-1301862,40978,SWIFT SC,2022-02-08 14:50,2032-03-23 00:00,PZAG755 ,No ,null
PXBD017,10-1307909,686849,MARS INFORMATION SERVICES INC,2022-02-08 15:52,2032-03-24 00:00,PXBD017 ,Yes ,11
PBER1788,10-1256981,686994,SONY ELECTRONICS   EUROPE,2022-02-08 15:55,2032-03-25 00:00,PBER1788 ,No ,null
PSZX685,10-1360826,686995,SONY CORPORATION OF HONG KONG LIMIT,2022-02-08 16:10,2032-03-26 00:00,PSZX685 ,No ,null
PHKG3602,10-1354978,682297,EY GLOBAL SERVICES LIMITED,2021-12-30 09:44,2032-03-27 00:00,PHKG3602 ,No ,null
PPUY009,10-1328087,680918,HEINEKEN INTERNATIONAL BV,2021-12-30 09:49,2032-03-28 00:00,PPUY009 ,Yes ,11
PPRG2144,10-1367374,674826,SIEMENS AG,2022-02-08 16:27,2032-03-29 00:00,PPRG2144 ,Yes ,11
PPVR060,Orders,57084,BELL CANADA,2022-02-08 17:11,2032-03-30 00:00,PPVR060 ,No ,null
PIAD1746,10-1337875,674826,SIEMENS AG,2022-02-08 17:25,2032-03-31 00:00,PIAD1746 ,Yes ,11
PWAW12501,10-1337947,10524,MAERSK LINE AS,2021-12-30 11:33,2032-04-01 00:00,null,No,null
PCZX079,10-1161690,670409,DSM BUSINESS SERVICES BV,2021-12-30 12:24,2032-04-02 00:00,PCZX079 ,No ,null
PMEX638,Backbone order,53849,AIRPORTHUB,2022-02-22 15:52,2032-04-03 00:00,PMEX638 ,Yes ,11
PDPS095,10-1388369,53849,AIRPORTHUB,2022-02-08 18:29,2032-04-04 00:00,PDPS095 ,Yes ,11
PQAR262,10-1313407,1908,AKZO NOBEL SOURCING BV,2022-02-08 18:35,2032-04-05 00:00,PQAR262 ,No ,null
PDSA013,10-1370541,674826,SIEMENS AG,2022-02-08 19:00,2032-04-06 00:00,PDSA013 ,Yes ,11
PPIT291,10-1308619,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 19:10,2032-04-07 00:00,null,null,null
PKUL803,Orders,674680,MOKVELD VALVES BV,2022-01-03 09:32,2032-04-08 00:00,PKUL803 ,Yes ,11
PYUL822,10-1320023,1908,AKZO NOBEL SOURCING BV,2022-02-08 19:29,2032-04-09 00:00,PYUL822 ,No ,null
PBFE200,10-1375878,687124,NOURYON CHEMICALS BV,2022-02-08 19:38,2032-04-10 00:00,PBFE200 ,Yes ,11
PQUQ034,10-1328075,680918,HEINEKEN INTERNATIONAL BV,2022-01-03 10:16,2032-04-11 00:00,PQUQ034 ,Yes ,11
PRNS954,10-1300419,1908,AKZO NOBEL SOURCING BV,2022-01-03 10:33,2032-04-12 00:00,null,null,null
PLIS2536,10-1416986,674826,SIEMENS AG,2022-05-07 15:37,2032-04-13 00:00,null,No,null
PCNF043,10-1369837,674826,SIEMENS AG,2022-02-08 20:06,2032-04-14 00:00,PCNF043 ,Yes ,11
SQOC044,Orders,39398,MASTERCARD INTERNATIONAL,2022-01-27 01:15,2032-04-15 00:00,null,null,null
PMIA470,Cessation,53849,AIRPORTHUB,2022-04-13 15:51,2032-04-16 00:00,null,No,null
PKCO152,10-1369243,8106,THE GOODYEAR TIRE AND RUBBER COMPAN,2022-02-08 20:28,2032-04-17 00:00,PKCO152 ,No ,null
PPNR091,Orders,661603,SAIPEM SPA,2022-02-14 05:19,2032-04-18 00:00,PPNR091 ,Yes ,30
PMEX638,Backbone order,53849,AIRPORTHUB,2022-02-22 15:52,2032-04-19 00:00,PMEX638 ,Yes ,11
PZQA028,10-1384845,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-23 15:51,2032-04-20 00:00,null,No,null
SSIN5395,10-1402907,14359,MASTERCARD INTERNATIONAL,2022-02-23 15:51,2032-04-21 00:00,null,null,null
PMEX638,Backbone order,53849,AIRPORTHUB,2022-02-22 15:52,2032-04-22 00:00,PMEX638 ,Yes ,11
PZQA028,10-1384845,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-23 15:51,2032-04-23 00:00,null,No,null
SSIN5395,10-1402907,14359,MASTERCARD INTERNATIONAL,2022-02-23 15:51,2032-04-24 00:00,null,null,null
PSEL1869,10-1178213,684628,TAKEDA PHARMACEUTICALS INT AG,2022-03-01 15:51,2032-04-25 00:00,PSEL1869 ,Yes ,6
PSEL1869,10-1178213,684628,TAKEDA PHARMACEUTICALS INT AG,2022-03-01 15:51,2032-04-26 00:00,PSEL1869 ,Yes ,6
PSEL1869,10-1178213,684628,TAKEDA PHARMACEUTICALS INT AG,2022-03-01 15:51,2032-04-27 00:00,PSEL1869 ,Yes ,6
PSEL1869,10-1178213,684628,TAKEDA PHARMACEUTICALS INT AG,2022-03-01 15:51,2032-04-28 00:00,PSEL1869 ,Yes ,6
PTPE1917,10-1355167,53849,AIRPORTHUB,2022-03-12 15:42,2032-04-29 00:00,PTPE1917 ,No ,null
PTPE1917,10-1355167,53849,AIRPORTHUB,2022-03-12 15:42,2032-04-30 00:00,PTPE1917 ,No ,null
PTAO352,10-1405454,674826,SIEMENS AG,2022-03-18 16:40,2032-05-01 00:00,null,null,null
PNYC1841,Orders,1908,AKZO NOBEL SOURCING BV,2022-03-18 16:39,2032-05-02 00:00,PNYC1841 ,No ,null
PTAO352,10-1405454,674826,SIEMENS AG,2022-03-18 16:40,2032-05-03 00:00,null,null,null
PMIA470,Cessation,53849,AIRPORTHUB,2022-04-13 15:51,2032-05-04 00:00,null,No,null
PMIA470,Cessation,53849,AIRPORTHUB,2022-04-13 15:51,2032-05-05 00:00,null,No,null
PLIS2536,10-1416986,674826,SIEMENS AG,2022-05-07 15:37,2032-05-06 00:00,null,No,null
PLIS2536,10-1416986,674826,SIEMENS AG,2022-05-07 15:37,2032-05-07 00:00,null,No,null
PGCJ091,10-1417630,674826,SIEMENS AG,2022-05-12 15:49,2032-05-08 00:00,null,No,null
PGCJ091,10-1417630,674826,SIEMENS AG,2022-05-12 15:49,2032-05-09 00:00,null,No,null
PSIN4451,Orders,683098,CARL ZEISS AG,2022-06-01 15:57,2032-05-10 00:00,null,No,null
PSIN4451,Orders,683098,CARL ZEISS AG,2022-06-01 15:57,2032-05-11 00:00,null,No,null
PSIN5498,10-1123683,686959,SONY PICTURES ENTERTAINMENT,2022-02-08 05:19,2032-05-12 00:00,PSIN5498 ,No ,null
PPED066,10-1229596,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 06:01,2032-05-13 00:00,PPED066 ,Yes ,6
PKCO130,10-1231683,23542,TRELLEBORG AB PUBL,2022-02-08 06:11,2032-05-14 00:00,PKCO130 ,Yes ,11
PUIO362,10-1245836,1908,AKZO NOBEL SOURCING BV,2022-02-08 07:22,2032-05-15 00:00,PUIO362 ,No ,null
PHKG3915,10-1298146,40978,SWIFT SC,2022-02-08 08:56,2032-05-16 00:00,PHKG3915 ,Yes ,11
PMCO209,10-1246985,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 09:22,2032-05-17 00:00,PMCO209 ,Yes ,6
PMIC036,10-1245294,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 09:33,2032-05-18 00:00,PMIC036 ,Yes ,6
PAOJ014,10-1289608,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 09:37,2032-05-19 00:00,PAOJ014 ,Yes ,6
PMMA310,10-1269068,687124,NOURYON CHEMICALS BV,2022-02-08 09:40,2032-05-20 00:00,PMMA310 ,Yes ,11
PDXB1244,10-1289467,5831,BAKER AND MCKENZIE GLOBAL SERVICES,2022-02-08 09:42,2032-05-21 00:00,PDXB1244 ,Yes ,11
PSJO512,10-1298879,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 10:30,2032-05-22 00:00,PSJO512 ,No ,null
PAMS2858,10-1178795,682990,JACOBS DOUWE EGBERTS,2022-02-08 12:08,2032-05-23 00:00,PAMS2858 ,No ,null
POUL041,10-1268919,687124,NOURYON CHEMICALS BV,2022-02-08 12:14,2032-05-24 00:00,POUL041 ,Yes ,11
PXDS008,10-1250603,674826,SIEMENS AG,2022-02-08 14:02,2032-05-25 00:00,null,No,null
PSIN4497,10-1223735,680918,HEINEKEN INTERNATIONAL BV,2022-02-08 14:12,2032-05-26 00:00,PSIN4497 ,No ,null
PLYS1073,10-1223585,686849,MARS INFORMATION SERVICES INC,2022-02-08 14:29,2032-05-27 00:00,PLYS1073 ,Yes ,11
PSJW064,10-1359915,674826,SIEMENS AG,2022-02-08 15:12,2032-05-28 00:00,PSJW064 ,Yes ,11
PMOW3093,10-1191901,686849,MARS INFORMATION SERVICES INC,2022-02-08 15:33,2032-05-29 00:00,PMOW3093 ,Yes ,11
PQQP018,10-1282370,686849,MARS INFORMATION SERVICES INC,2022-02-08 15:53,2032-05-30 00:00,PQQP018 ,No ,null
PBRU4427,10-1343793,3686,ST MICROELECTRONICS,2022-02-08 15:55,2032-05-31 00:00,PBRU4427 ,Yes ,11
PMYJ008,10-1340707,684281,GETINGE AB,2021-12-30 09:54,2032-06-01 00:00,PMYJ008 ,Yes ,11
PPVZ005,10-1280014,39350,AVERY DENNISON CORPORATION,2021-12-30 10:10,2032-06-02 00:00,PPVZ005 ,Yes ,11
POSA633,10-1227381,686849,MARS INFORMATION SERVICES INC,2022-02-08 16:33,2032-06-03 00:00,POSA633 ,Yes ,11
PMST354,10-1247734,686417,SCR SIBELCO NV,2022-02-08 16:37,2032-06-04 00:00,PMST354 ,No ,null
PKLA117,10-1331188,40978,SWIFT SC,2022-02-08 17:17,2032-06-05 00:00,PKLA117 ,No ,null
PDUB1656,10-1135452,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 17:39,2032-06-06 00:00,null,null,null
PTNA095,10-1297328,687124,NOURYON CHEMICALS BV,2022-02-08 17:55,2032-06-07 00:00,PTNA095 ,Yes ,11
PEBU201,10-1304402,681948,BECKERS GROUP,2022-02-08 18:13,2032-06-08 00:00,PEBU201 ,Yes ,11
PSAO946,Orders,36572,MINISTRY OF FOREIGN AFFAIRS NETHERL,2022-01-03 07:34,2032-06-09 00:00,PSAO946 ,Yes ,11
PFRA3465,10-1380332,40978,SWIFT SC,2022-02-08 19:07,2032-06-10 00:00,PFRA3465 ,Yes ,0
PSIN5528,10-1292934,674826,SIEMENS AG,2022-02-08 19:08,2032-06-11 00:00,PSIN5528 ,Yes ,11
PGSP071,10-1349419,684808,BASF SE,2022-01-03 09:36,2032-06-12 00:00,null,null,null
PMAN1462,10-1362667,674826,SIEMENS AG,2022-02-08 19:44,2032-06-13 00:00,PMAN1462 ,Yes ,11
SJEV755,10-1313568,14359,MASTERCARD INTERNATIONAL,2022-01-03 10:31,2032-06-14 00:00,null,null,null
SUIO313,Orders,39398,MASTERCARD INTERNATIONAL,2022-01-27 01:24,2032-06-15 00:00,null,null,null
PRIO1289,10-1338211,7294,EQUINOR ASA,2022-02-08 20:25,2032-06-16 00:00,PRIO1289 ,No ,null
PBOM2727,10-1283939,9594,GLAXOSMITHKLINE SERVICES UNLIMITED,2022-02-08 20:28,2032-06-17 00:00,PBOM2727 ,No ,null
PIAS071,10-1380967,33852,CAP GEMINI SERVICE,2022-03-18 16:40,2032-06-18 00:00,null,null,null
PIAS071,10-1380967,33852,CAP GEMINI SERVICE,2022-03-18 16:40,2032-06-19 00:00,null,null,null
PFCM007,10-1376680,677992,AMCOR GROUP GMBH,2022-05-27 15:55,2032-06-20 00:00,null,No,null
PFCM007,10-1376680,677992,AMCOR GROUP GMBH,2022-05-27 15:55,2032-06-21 00:00,null,No,null
PTJK002,10-1231713,23542,TRELLEBORG AB PUBL,2022-02-08 05:58,2032-06-22 00:00,PTJK002 ,Yes ,11
PGOI058,10-1219935,674826,SIEMENS AG,2022-02-08 06:05,2032-06-23 00:00,PGOI058 ,Yes ,11
PTSE139,10-1257455,676244,SERVICE PUBLIC FEDERAL AFFAIRES ETR,2022-02-08 07:27,2032-06-24 00:00,PTSE139 ,Yes ,11
PFAR013,10-1248878,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 08:54,2032-06-25 00:00,PFAR013 ,Yes ,6
PKUO008,10-1246258,686417,SCR SIBELCO NV,2022-02-08 09:00,2032-06-26 00:00,PKUO008 ,Yes ,11
